2456522.09722 5.0
2456522.274306 5.085
2456522.30903 4.9
2456522.34931 5.00
2456522.35764 5.0
2456522.363021 5.2426
2456522.370457 4.3885
2456522.37448 5.3349
2456522.380677 4.3728
2456522.38466 5.2898
2456522.390503 4.8873
2456522.397801 5.2474
2456522.40417 4.95
2456522.410764 5.2565
2456522.417494 4.4342
2456522.425284 4.8326
2456522.45069 4.9
2456522.456632 5.2802
2456522.463895 4.3019
2456522.471904 4.8962
2456522.47917 4.9
2456522.486441 4.4279
2456522.494624 4.4671
2456522.502454 5.2228
2456522.509196 4.3991
2456522.516782 5.0541
2456522.524271 5.2717
2456522.531719 4.2814
2456522.539693 4.4189
2456522.546059 4.3970
2456522.555012 5.2565
2456522.56250 4.9
2456522.56944 5.0
2456522.578848 4.2828
2456522.584774 4.3257
2456522.591152 4.3386
2456522.599126 4.3161
2456522.606944 5.1811
2456522.62374 5.340
2456522.7049 5.0
2456522.82292 4.8
2456522.98378 4.732
2456523.05723 4.301
2456523.07353 4.542
2456523.24444 4.8
2456523.32292 4.85
2456523.34082 5.3368
2456523.35694 4.8
2456523.368681 4.4049
2456523.37500 4.9
2456523.380116 4.3951
2456523.386169 4.4073
2456523.392188 4.4019
2456523.397245 4.3977
2456523.402928 4.3914
2456523.407986 4.3951
2456523.415718 4.3775
2456523.422095 4.3718
2456523.42768 5.010
2456523.433519 4.3765
2456523.438924 4.3928
2456523.445301 4.3795
2456523.452685 4.3771
2456523.459745 4.3862
2456523.466794 4.3797
2456523.5792 5.0
2456523.625 5.326
2456523.68611 5.0
2456523.93889 4.83
2456524.24054 5.56
2456524.303187 5.037
2456524.307667 5.064
2456524.312100 5.080
2456524.314043 5.050
2456524.31597 5.2
2456524.319090 5.102
2456524.325246 5.088
2456524.327480 5.089
2456524.329321 5.106
2456524.331278 5.091
2456524.333116 5.097
2456524.334575 5.081
2456524.336519 5.121
2456524.338371 5.107
2456524.340120 5.126
2456524.341867 5.105
2456524.34357 4.7409
2456524.34478 5.6076
2456524.345848 5.116
2456524.347398 5.107
2456524.349147 5.113
2456524.350999 5.115
2456524.352852 5.102
2456524.354366 5.142
2456524.355964 5.101
2456524.357422 5.133
2456524.359159 5.119
2456524.37500 5.0
2456524.40625 5.3
2456524.4583 5.5
2456524.576366 5.63 .004
2456524.59861 5.3
2456524.63094 5.149
2456524.63186 5.177
2456524.63277 5.136
2456524.63364 5.138
2456524.63895 5.154
2456524.64604 5.161
2456524.65403 5.148
2456524.66152 5.183
2456524.66900 5.187
2456524.67613 5.150
2456524.68326 5.189
2456524.69075 5.152
2456524.69862 5.153
2456524.70650 5.156
2456524.71554 5.145
2456524.85903 5.0
2456525.11111 5.35
2456525.3125 5.3
2456525.31901 4.5260
2456525.350 5.4
2456525.369109 5.62
2456525.38194 5.4
2456525.39931 5.4
2456525.419774 5.468
2456525.526296 5.479
2456525.545683 5.4917
2456525.547222 5.4923
2456525.548669 5.4858
2456525.550266 5.4864
2456525.551748 5.4811
2456525.553229 5.4830
2456525.554734 5.4920
2456525.556366 5.4888
2456525.557905 5.4990
2456525.559329 5.4881
2456525.56088 5.4894
2456525.562338 5.4877
2456525.563889 5.4823
2456525.565463 5.4883
2456525.567072 5.4856
2456525.568657 5.4840
2456525.570104 5.4873
2456525.57169 5.4900
2456525.57331 5.4802
2456525.574942 5.4941
2456525.576493 5.5068
2456525.578067 5.4956
2456525.579711 5.4994
2456525.5814 5.5005
2456525.583021 5.5068
2456525.584676 5.4926
2456525.586262 5.4997
2456525.58794 5.4982
2456525.589317 5.4973
2456525.590856 5.5023
2456525.592523 5.5002
2456525.59412 5.5072
2456525.595752 5.5132
2456525.597245 5.5223
2456525.598912 5.5003
2456525.600509 5.5147
2456525.602083 5.5039
2456525.603646 5.4963
2456525.605255 5.5108
2456525.606956 5.5110
2456525.608449 5.5030
2456525.610139 5.5070
2456525.611713 5.5040
2456525.613241 5.5111
2456525.614931 5.5102
2456525.616574 5.5008
2456525.618206 5.5021
2456525.619896 5.5101
2456525.621366 5.4864
2456525.622894 5.5062
2456525.624375 5.5022
2456525.625984 5.4922
2456525.627604 5.5024
2456525.62919 5.4990
2456525.63081 5.4994
2456525.632488 5.4936
2456525.63412 5.4944
2456525.635787 5.5007
2456525.637431 5.5018
2456525.639109 5.4925
2456525.64081 5.4934
2456525.642535 5.4886
2456525.644248 5.4984
2456525.645926 5.4849
2456525.647581 5.4839
2456525.649225 5.4836
2456525.650868 5.4988
2456525.652558 5.4859
2456525.6540 5.068
2456525.655648 5.4819
2456525.657211 5.4930
2456525.658912 5.4756
2456525.660648 5.4749
2456525.662303 5.4774
2456525.663993 5.4864
2456525.66566 5.4901
2456525.667164 5.4795
2456525.668785 5.4970
2456525.670463 5.4934
2456525.68368 5.4
